116,127,38,1,TC2_0,2,2
117,128,36,1,TC2_0,2,2
118,129,3,1,TC0_0,0,2
119,130,1,1,TC0_0,0,2
120,131,8,1,TC0_0,0,2
121,132,10,1,TC0_2,0,2
122,133,9,1,TC0_2,0,2
123,134,11,1,TC0_2,0,2
124,135,19,2,TC0_1,0,3
125,136,65,0,TC2_3,2,1
126,137,64,0,TC2_3,2,1
127,138,66,0,TC2_3,2,1
128,140,52,0,TC2_2,2,1
129,141,51,0,TC2_2,2,1
130,142,49,0,TC2_2,2,1
131,143 & 144,41,0,TC2_0,2,1
132,145,37,0,TC2_0,2,1
133,147,39,0,TC2_0,2,1
134,148,41,1,TC2_0,2,2
135,149,37,1,TC2_0,2,2
136,150,39,1,TC2_0,2,2
137,151,1,2,TC0_0,0,3
138,152 & 153,6,2,TC0_0,0,3
139,154,7,2,TC0_0,0,3
140,155,11,2,TC0_2,0,3
141,156,21,2,TC0_1,0,3
142,157,23,2,TC0_1,0,3
143,158,24,2,TC0_1,0,3
144,159,22,2,TC0_1,0,3
145,160,59,0,TC2_1,2,1
146,161,61,0,TC2_1,2,1
147,162,62,0,TC2_1,2,1
148,163,55,0,TC2_1,2,1
149,164,58,0,TC2_1,2,1
150,165,60,0,TC2_1,2,1
151,166,57,0,TC2_1,2,1
152,167,56,0,TC2_1,2,1
153,168,54,0,TC2_1,2,1
154,169,4,2,TC0_0,0,3
155,170,0,2,TC0_0,0,3
156,171,2,2,TC0_0,0,3
157,172,3,2,TC0_0,0,3
158,173,5,2,TC0_0,0,3
159,174,8,2,TC0_0,0,3
160,175,9,2,TC0_2,0,3
161,176,10,2,TC0_2,0,3
162,177,26,2,TC0_1,0,3
163,178,25,2,TC0_1,0,3
164,179,18,2,TC0_1,0,3
165,180,20,2,TC0_1,0,3
